發生時間	發生地點	死亡受傷人數	車種	經度	緯度
110年01月02日	高雄市鳳山區武慶二路 / 高雄市鳳山區輜汽路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.332301	22.615926
110年01月02日	高雄市鼓山區翠華路 / 高雄市鼓山區華安街	死亡0;受傷1	自用-小客車;普通重型-機車	120.2809	22.64751
110年01月02日	高雄市左營區新庄仔路前0.0公尺	死亡0;受傷1	自用-小客車;自用-小客車;乘客-人	120.30829	22.668955
110年01月02日	高雄市三民區金鼎路前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.326289	22.663595
110年01月02日	高雄市鳳山區建國路1段北門369燈桿號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車	120.371824	22.634778
110年01月02日	高雄市苓雅區大順三路 / 高雄市苓雅區大順三路	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.327082	22.636764
110年01月02日	高雄市大社區神農路82號前0.0公尺前	死亡0;受傷1	行人-人;自用-小客車	120.351451	22.726899
110年01月02日	高雄市大寮區鳳林三路70號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.401217	22.596267
110年01月02日	高雄市鹽埕區鹽埕街.號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.286735	22.622293
110年01月02日	高雄市三民區河濱街 / 高雄市三民區建國三路	死亡0;受傷1	自用-小客車;行人-人	120.286141	22.634621
110年01月02日	高雄市鼓山區河西一路 / 高雄市鼓山區龍水二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.2851	22.64918
110年01月02日	高雄市鼓山區美術東四路 / 高雄市鼓山區美術東七街	死亡0;受傷1	自用-小客車;普通重型-機車;乘客-人	120.290363	22.661932
110年01月02日	高雄市左營區新中街 / 高雄市左營區群英街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3069	22.66844
110年01月02日	高雄市鳳山區新康街400號前0.0公尺	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.343356	22.617025
110年01月02日	高雄市苓雅區河南路 / 高雄市苓雅區和平一路	死亡0;受傷1	自用-小客車;普通重型-機車	120.316756	22.634212
110年01月02日	高雄市路竹區中興路148號前0.0公尺	死亡0;受傷3	普通重型-機車;電動自行車-慢車;乘客-人	120.26201	22.858237
110年01月02日	高雄市大樹區中與街 / 高雄市大樹區建村街	死亡0;受傷2	電動自行車-慢車;普通重型-機車	120.420028	22.656612
110年01月02日	高雄市岡山區永樂街43巷前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.30122	22.793755
110年01月02日	高雄市茄萣區民治路 / 高雄市茄萣區民權路	死亡0;受傷1	普通重型-機車;自用-小客車	120.1953	22.87481
110年01月02日	高雄市前金區新田路 / 高雄市前金區文武三街	死亡0;受傷1	普通重型-機車;普通重型-機車;自用-小客車	120.298399	22.620529
110年01月02日	高雄市前鎮區中華五路656號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.306025	22.603504
110年01月02日	高雄市大社區中山路17-36號前0.0公尺	死亡0;受傷1	營業用-曳引車;普通重型-機車	120.341047	22.7334
110年01月02日	高雄市三民區九如一路 / 高雄市三民區民族一路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.314152	22.640507
110年01月02日	高雄市三民區重慶街 / 高雄市三民區遼寧二街	死亡0;受傷1	普通重型-機車;自用-小客車	120.302094	22.642516
110年01月02日	高雄市三民區建國二路 / 高雄市三民區復興一路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.308701	22.63756
110年01月02日	高雄市左營區左營大路73號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.288043	22.681686
110年01月02日	高雄市橋頭區仕豐路 / 高雄市橋頭區仕豐路	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.305764	22.749322
110年01月02日	高雄市楠梓區土庫一路 / 高雄市楠梓區清豐二路	死亡0;受傷1	普通重型-機車	120.329811	22.736133
110年01月02日	高雄市三民區九如一路878號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.318	22.64
110年01月02日	高雄市鳳山區南華一路二甲025號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.342432	22.596802
110年01月02日	高雄市前鎮區中安路 / 高雄市前鎮區中安路	死亡0;受傷1	普通重型-機車;自用-小客車	120.333867	22.583015
110年01月02日	高雄市仁武區八德西路 / 高雄市仁武區京富路	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.330899	22.677612
110年01月02日	高雄市左營區富國路 / 高雄市左營區立文路	死亡0;受傷1	普通重型-機車;行人-人;行人-人	120.30152	22.62716
110年01月02日	高雄市鳳山區善和街 / 高雄市鳳山區善士街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.335828	22.603061
110年01月02日	高雄市橋頭區橋新環路 / 高雄市橋頭區橋新八路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.3117	22.74214
110年01月02日	高雄市三民區民族一路 / 高雄市三民區民族一路	死亡0;受傷3	自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車	120.314454	22.644141
110年01月02日	高雄市前鎮區凱旋四路 / 高雄市前鎮區凱得街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.320272	22.600208
110年01月02日	高雄市鼓山區博愛二路 / 高雄市鼓山區至聖路	死亡0;受傷3	自用-小客車;自用-小客車;行人-人;行人-人;普通重型-機車	120.30152	22.62716
110年01月03日	高雄市三民區安東街 / 高雄市三民區更新街	死亡0;受傷1	自用-小客車;普通重型-機車	120.295226	22.640991
110年01月03日	高雄市前鎮區北一路與西七街口	死亡0;受傷2	普通重型-機車;普通重型-機車	120.289466	22.603931
110年01月03日	高雄市三民區大順二路 / 高雄市三民區大順二路	死亡0;受傷1	普通重型-機車	120.325969	22.6444
110年01月03日	高雄市苓雅區四維三路 / 高雄市苓雅區林森二路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.307388	22.618143
110年01月03日	高雄市岡山區岡山北路 / 高雄市岡山區本工路	死亡0;受傷2	自用-小貨車(含客、貨兩用);自用-小客車	120.274986	22.816008
110年01月03日	高雄市大寮區大漢路270號前0.0公尺	死亡0;受傷1	普通重型-機車	120.383055	22.63629
110年01月03日	高雄市林園區溪州一路 / 高雄市林園區無名路	死亡0;受傷1	自用-小客車;普通重型-機車	120.407049	22.526469
110年01月03日	高雄市岡山區岡山北路236號前0.0公尺	死亡0;受傷1	普通重型-機車	120.273238	22.817893
110年01月03日	高雄市三民區大中一路 / 高雄市三民區鼎中路	死亡0;受傷1	自用-小客車;普通重型-機車	120.323132	22.676541
110年01月03日	高雄市彌陀區鹽港二路12號前0.0公尺	死亡0;受傷2	普通重型-機車;其他人-人;其他人-人	120.243377	22.78654
110年01月03日	高雄市仁武區鳳仁路前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.349961	22.692345
110年01月03日	高雄市鳥松區中正路 / 高雄市鳥松區文前路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.363632	22.662548
110年01月03日	高雄市小港區興業街27號前0.0公尺前	死亡0;受傷2	普通重型-機車;電動自行車-慢車	120.363311	22.526813
110年01月03日	高雄市小港區翠亨南路 / 高雄市小港區豐田街	死亡0;受傷1	自用-小客車;普通重型-機車	120.3355	22.5703
110年01月03日	高雄市仁武區村鳳仁路120-1號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.349336	22.693881
110年01月03日	高雄市左營區左營大路 / 高雄市左營區部後街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.288725	22.683083
110年01月03日	高雄市左營區華榮路 / 高雄市左營區翠華路	死亡0;受傷1	電動自行車-慢車;普通重型-機車	120.291081	22.672041
110年01月03日	高雄市小港區沿海三路 / 高雄市小港區山邊路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.368298	22.526675
110年01月03日	高雄市小港區平和東路 / 高雄市小港區漢威街	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.3342	22.56696
110年01月03日	高雄市鼓山區鼓山三路78號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.275454	22.657472
110年01月03日	高雄市新興區復興一路38號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.308198	22.629672
110年01月03日	高雄市仁武區高楠九街 / 高雄市仁武區高楠九街	死亡0;受傷1	普通重型-機車;自用-小客車	120.325461	22.693095
110年01月03日	高雄市苓雅區福壽街36號前0.0公尺前	死亡0;受傷1	自用-小客車;普通重型-機車	120.329207	22.623582
110年01月03日	高雄市岡山區岡山路 / 高雄市岡山區筧橋路	死亡0;受傷4	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.296617	22.788075
110年01月03日	高雄市仁武區鳳仁路379號前0.0公尺	死亡0;受傷1	自用-小客車;自用-小貨車(含客、貨兩用)	120.334934	22.717211
110年01月03日	高雄市大社區三民路375號前0.0公尺	死亡0;受傷1	自用-小客車;電動自行車-慢車	120.347268	22.729153
110年01月03日	高雄市橋頭區南溝路 / 高雄市橋頭區南溝路金福一巷段	死亡0;受傷1	普通重型-機車;普通重型-機車	120.307849	22.752032
110年01月03日	高雄市大寮區琉園二街前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.414188	22.61142
110年01月03日	高雄市左營區博愛二路638號前0.0公尺前	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.303685	22.669034
110年01月03日	高雄市鳳山區光遠路 / 高雄市鳳山區光明路	死亡0;受傷1	普通輕型-機車;自用-小客車	120.360457	22.625866
110年01月03日	高雄市岡山區岡山路 / 高雄市岡山區柳橋東路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.296152	22.790988
110年01月03日	高雄市鳳山區中和街90號前0.0公尺前	死亡0;受傷1	自用-小客車;普通重型-機車	120.352235	22.626446
110年01月03日	高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.329406	22.594126
110年01月03日	高雄市楠梓區德民路 / 高雄市楠梓區民昌街	死亡0;受傷1	普通重型-機車;自用-小客車;乘客-人	120.287337	22.719839
110年01月03日	高雄市旗山區延平一路559號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.4831	22.88676
110年01月03日	高雄市大樹區中山路 / 高雄市大樹區中山路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.410534	22.663761
110年01月03日	高雄市鼓山區至聖路.號前0.0公尺	死亡0;受傷1	計程車-小客車;普通重型-機車	120.3023	22.65957
110年01月03日	高雄市大寮區永芳路19號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.405991	22.614988
110年01月03日	高雄市三民區北平二街 / 高雄市三民區自立一路	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.2972	22.65069
110年01月03日	高雄市鼓山區美術東四路 / 高雄市鼓山區美術館路	死亡0;受傷1	自用-小客車;普通重型-機車	120.290024	22.654777
110年01月03日	高雄市路竹區華正路272號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車	120.2313	22.85975
110年01月03日	高雄市苓雅區憲昌路 / 高雄市苓雅區憲法路	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.322708	22.636401
110年01月03日	高雄市前鎮區鎮賢街49號前0.0公尺	死亡0;受傷1	行人-人;普通重型-機車	120.308491	22.590322
110年01月03日	高雄市梓官區梓官路 / 高雄市梓官區平安街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.267769	22.756677
110年01月03日	高雄市鳳山區中山東路 / 高雄市鳳山區中山東路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.37515	22.62599
110年01月03日	高雄市鳳山區五權南路 / 高雄市鳳山區立志街	死亡0;受傷1	自用-小客車;普通重型-機車	120.353163	22.62388
110年01月03日	高雄市鳳山區信義街 / 高雄市鳳山區裕昌街	死亡0;受傷1	自用-小客車;普通重型-機車	120.347667	22.627089
110年01月03日	高雄市三民區松江街330號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.304542	22.648421
110年01月03日	高雄市林園區鳳林路3段 / 高雄市林園區工業二路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.402058	22.528487
110年01月03日	高雄市大寮區萬隆街 / 高雄市大寮區萬隆街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.387886	22.631567
110年01月03日	高雄市燕巢區鳳東路 / 高雄市燕巢區角宿路	死亡0;受傷1	普通重型-機車;自用-小客車	120.360444	22.75877
110年01月03日	高雄市三民區文揚街 / 高雄市三民區文龍路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.347137	22.644032
110年01月03日	高雄市仁武區仁雄路482號前0.0公尺	死亡0;受傷1	普通重型-機車	120.33377	22.673599
110年01月03日	高雄市橋頭區鐵道北路 / 高雄市橋頭區成功北路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.3056	22.76686
110年01月03日	高雄市仁武區澄觀路756號前0.0公尺前	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.34102	22.68002
110年01月03日	高雄市鹽埕區五福四路鹽埕03004燈號前0.0公尺	死亡0;受傷1	普通重型-機車;乘客-人	120.289843	22.620631
110年01月03日	高雄市三民區建國一路 / 高雄市三民區凱旋一路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3203	22.6342
110年01月03日	高雄市岡山區中山北路138號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.298412	22.796994
110年01月03日	高雄市內門區182縣道32公里號前0.0公尺	死亡0;受傷1	普通重型-機車;大型重型1(550C.C.以上)-機車	120.437251	22.920763
110年01月03日	高雄市鳥松區本館路19號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.344792	22.649088
110年01月03日	高雄市左營區村華夏路1386號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.3131	22.686511
110年01月03日	高雄市鳥松區清華街 / 高雄市鳥松區本昌巷	死亡0;受傷1	計程車-小客車;普通重型-機車	120.34611	22.647075
110年01月03日	高雄市鼓山區博愛二路485號前號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.303135	22.666355
110年01月03日	高雄市三民區澄清路 / 高雄市三民區義華路	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.342172	22.642918
